,bias,sentiment,pos,PosScore,NegScore,Gloss,c2
17401,"[1, 1]","[2, 0, 0, 0, 0]",a,0.125,0.5,"lacking strength; ""a weak, nerveless fool, devoid of energy and promptitude""- Nathaniel Hawthorne",feeble
19377,"[1, 1]","[2, 0, 0, 0, 0]",a,0.375,0.375,"lacking bodily or muscular strength or vitality; ""a feeble old woman""; ""her body looked sapless""",feeble
22486,"[1, 1]","[2, 0, 0, 0, 0]",a,0.0,0.5,"lacking strength or vigor; ""damning with faint praise""; ""faint resistance""; ""feeble efforts""; ""a feeble voice""",feeble
22489,"[1, 1]","[2, 0, 0, 0, 0]",a,0.125,0.375,"pathetically lacking in force or effectiveness; ""a feeble excuse""; ""a lame argument""",feeble
38107,"[4, 1]","[3, 0, 0, 0, 2]",n,0.0,0.0,a minor short-term fight,clash
99031,"[4, 1]","[3, 0, 0, 0, 2]",n,0.0,0.0,"a loud resonant repeating noise; ""he could hear the clang of distant bells""",clash
113712,"[0, 1]","[0, 1, 0, 0, 0]",n,0.0,0.0,a city in western Oregon on the Willamette River; site of a university,eugene
59178,"[0, 7]","[6, 1, 0, 0, 0]",n,0.0,0.0,a strong cord made from the intestines of sheep and used in surgery,gut
78732,"[0, 7]","[6, 1, 0, 0, 0]",n,0.25,0.25,"fortitude and determination; ""he didn't have the guts to try it""",gut
83235,"[0, 7]","[6, 1, 0, 0, 0]",n,0.0,0.0,the part of the alimentary canal between the stomach and the anus,gut
115040,"[0, 7]","[6, 1, 0, 0, 0]",n,0.0,0.0,a narrow channel or strait,gut
63072,"[35, 12]","[22, 2, 1, 14, 8]",n,0.0,0.0,a playing card or domino or die whose upward face shows four pips,four
58706,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,an enclosure made or wire or metal bars in which birds or animals can be kept,coop
59514,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,a farm building for housing poultry,coop
79560,"[1, 9]","[10, 0, 0, 0, 0]",n,0.25,0.25,"extreme excess; ""an embarrassment of riches""",embarrassment
98345,"[1, 9]","[10, 0, 0, 0, 0]",n,0.0,0.0,"some event that causes someone to be embarrassed; ""the outcome of the vote was an embarrassment for the liberals""",embarrassment
100281,"[1, 9]","[10, 0, 0, 0, 0]",n,0.25,0.125,the shame you feel when your inadequacy or guilt is made public,embarrassment
99883,"[60, 11]","[20, 0, 3, 12, 36]",n,0.0,0.0,a meeting at which a number of athletic contests are held,meet
50504,"[28, 9]","[23, 1, 2, 3, 8]",n,0.0,0.0,sterile member of a colony of social insects that forages for food and cares for the larvae,worker
117694,"[28, 9]","[23, 1, 2, 3, 8]",n,0.0,0.0,"a person who works at a specific occupation; ""he is a good worker""",worker
118888,"[28, 9]","[23, 1, 2, 3, 8]",n,0.0,0.0,"a person who acts and gets things done; ""he's a principal actor in this affair""; ""when you want something done get a doer""; ""he's a miracle worker""",worker
22828,"[4, 10]","[6, 2, 3, 0, 3]",a,0.125,0.25,"taken unawares or suddenly and feeling wonder or astonishment; ""surprised by her student's ingenuity""; ""surprised that he remembered my name""; ""a surprised expression""",surprised
30918,"[10, 5]","[9, 1, 0, 2, 3]",n,0.0,0.125,a very long fly ball,blast
92868,"[10, 5]","[9, 1, 0, 2, 3]",n,0.125,0.5,"intense adverse criticism; ""Clinton directed his fire at the Republican Party""; ""the government has come under attack""; ""don't give me any flak""",blast
98197,"[10, 5]","[9, 1, 0, 2, 3]",n,0.5,0.0,"a highly pleasurable or exciting experience; ""we had a good time at the party""; ""celebrating after the game was a blast""",blast
98983,"[10, 5]","[9, 1, 0, 2, 3]",n,0.0,0.25,a sudden very loud noise,blast
99333,"[10, 5]","[9, 1, 0, 2, 3]",n,0.0,0.0,an explosion (as of dynamite),blast
117633,"[3, 19]","[20, 1, 1, 0, 0]",n,0.125,0.0,a person who lacks knowledge of evil,innocent
33024,"[0, 1]","[0, 1, 0, 0, 0]",n,0.0,0.0,the act of reducing the strength of something,weaken
99506,"[0, 1]","[0, 1, 0, 0, 0]",n,0.0,0.125,becoming weaker,weaken
105358,"[0, 1]","[0, 1, 0, 0, 0]",n,0.0,0.0,"a terrorist group formed in the 1980s in Sierra Leone; seeks to overthrow the government and gain control of the diamond producing regions; responsible for attacks on civilians and children, widespread torture and murder and using children to commit atrocities; sponsored by the president of Liberia",ruf
62324,"[0, 1]","[0, 1, 0, 0, 0]",n,0.0,0.0,the face or front of a building,facade
93272,"[0, 1]","[0, 1, 0, 0, 0]",n,0.0,0.5,a showy misrepresentation intended to conceal something unpleasant,facade
92644,"[5, 3]","[2, 0, 1, 0, 5]",n,1.0,0.0,"an expression of approval and commendation; ""he always appreciated praise for his work""",praise
92648,"[5, 3]","[2, 0, 1, 0, 5]",n,0.0,0.0,"offering words of homage as an act of worship; ""they sang a hymn of praise to God""",praise
46215,"[137, 1]","[63, 0, 6, 2, 67]",n,0.0,0.0,mainly green tropical American parrots,amazon
114233,"[137, 1]","[63, 0, 6, 2, 67]",n,0.0,0.0,a major South American river; arises in the Andes and flows eastward into the South Atlantic; the world's 2nd longest river (4000 miles),amazon
119078,"[137, 1]","[63, 0, 6, 2, 67]",n,0.0,0.0,(Greek mythology) one of a nation of women warriors of Scythia (who burned off the right breast in order to use a bow and arrow more effectively),amazon
119080,"[137, 1]","[63, 0, 6, 2, 67]",n,0.125,0.0,a large strong and aggressive woman,amazon
90189,"[4, 1]","[1, 0, 0, 0, 4]",n,0.0,0.0,a book that has had a large and rapid sale,bestseller
59448,"[7, 3]","[2, 0, 0, 0, 8]",n,0.0,0.0,a map designed to assist navigation by air or sea,chart
95608,"[7, 3]","[2, 0, 0, 0, 8]",n,0.0,0.0,a visual display of information,chart
35770,"[7, 17]","[17, 0, 1, 5, 1]",n,0.0,0.0,the act of meting out justice according to the law,administration
35772,"[7, 17]","[17, 0, 1, 5, 1]",n,0.0,0.0,the act of administering medication,administration
39529,"[7, 17]","[17, 0, 1, 5, 1]",n,0.0,0.0,"the act of governing; exercising authority; ""regulations for the governing of state prisons""; ""he had considerable experience of government""",administration
39623,"[7, 17]","[17, 0, 1, 5, 1]",n,0.375,0.0,a method of tending to or managing the affairs of a some group of people (especially the group's business affairs),administration
106348,"[7, 17]","[17, 0, 1, 5, 1]",n,0.0,0.0,"the persons (or committees or departments etc.) who make up a body for the purpose of administering something; ""he claims that the present administration is corrupt""; ""the governance of an association is responsible to its members""; ""he quickly became recognized as a member of the establishment""",administration
113351,"[12, 17]","[20, 1, 0, 5, 3]",n,0.0,0.0,a town in east central Iowa,clinton
43361,"[5, 5]","[5, 1, 0, 4, 0]",n,0.0,0.0,songbirds having a chattering call,chat
43483,"[5, 5]","[5, 1, 0, 4, 0]",n,0.0,0.0,birds having a chattering call,chat
96776,"[5, 5]","[5, 1, 0, 4, 0]",n,0.0,0.375,an informal conversation,chat
112037,"[5, 2]","[4, 2, 0, 1, 0]",n,0.0,0.0,an Arab kingdom in southwestern Asia on the Red Sea,jordan
115193,"[5, 2]","[4, 2, 0, 1, 0]",n,0.0,0.0,a river in Palestine that empties into the Dead Sea; John the Baptist baptized Jesus in the Jordan,jordan
38882,"[4, 11]","[10, 0, 2, 1, 2]",n,0.0,0.0,the activity of keeping something secret,hiding
84711,"[32, 7]","[11, 2, 3, 4, 19]",n,0.25,0.0,"something that baffles understanding and cannot be explained; ""how it got out is a mystery""; ""it remains one of nature's secrets""",secret
92454,"[32, 7]","[11, 2, 3, 4, 19]",n,0.0,0.0,"information known only to a special group; ""the secret of Cajun cooking""",secret
92456,"[32, 7]","[11, 2, 3, 4, 19]",n,0.0,0.25,"something that should remain hidden from others (especially information that is not to be passed on); ""the combination to the safe was a secret""; ""he tried to keep his drinking a secret""",secret
43606,"[1, 3]","[2, 0, 0, 0, 2]",n,0.0,0.125,black birds having a raucous call,crow
94610,"[1, 3]","[2, 0, 0, 0, 2]",n,0.0,0.0,a Siouan language spoken by the Crow,crow
97637,"[1, 3]","[2, 0, 0, 0, 2]",n,0.125,0.0,"an instance of boastful talk; ""his brag is worse than his fight""; ""whenever he won we were exposed to his gasconade""",crow
97638,"[1, 3]","[2, 0, 0, 0, 2]",n,0.125,0.0,"an instance of boastful talk; ""his brag is worse than his fight""; ""whenever he won we were exposed to his gasconade""",crow
99060,"[1, 3]","[2, 0, 0, 0, 2]",n,0.0,0.5,the cry of a cock (or an imitation of it),crow
114694,"[1, 3]","[2, 0, 0, 0, 2]",n,0.0,0.0,a small quadrilateral constellation in the southern hemisphere near Virgo,crow
117861,"[1, 3]","[2, 0, 0, 0, 2]",n,0.0,0.0,a member of the Siouan people formerly living in eastern Montana,crow
4832,"[1, 9]","[7, 1, 0, 1, 1]",a,0.125,0.0,"representing or appealing to or adapted for the benefit of the people at large; ""democratic art forms""; ""a democratic or popular movement""; ""popular thought""; ""popular science""; ""popular fiction""",democratic
6879,"[1, 9]","[7, 1, 0, 1, 1]",a,0.625,0.25,"characterized by or advocating or based upon the principles of democracy or social equality; ""democratic government""; ""a democratic country""; ""a democratic scorn for bloated dukes and lords""- George du Maurier",democratic
26189,"[1, 9]","[7, 1, 0, 1, 1]",a,0.0,0.0,"belong to or relating to the Democratic Party; ""Democratic senator""",democratic
105251,"[1, 26]","[18, 0, 2, 0, 7]",n,0.0,0.0,a secret society of white Southerners in the United States; was formed in the 19th century to resist the emancipation of slaves; used terrorist tactics to suppress Black people,kkk
40180,"[0, 5]","[3, 0, 0, 2, 0]",n,0.0,0.0,"the act of segregating or sequestering; ""sequestration of the jury""",segregation
108074,"[0, 5]","[3, 0, 0, 2, 0]",n,0.0,0.0,a social system that provides separate facilities for minority groups,segregation
36981,"[0, 1]","[0, 0, 0, 0, 1]",n,0.0,0.0,an act of forcible exhalation,huff
36985,"[1, 3]","[2, 0, 1, 0, 1]",n,0.0,0.0,"the process of taking in and expelling air during breathing; ""he took a deep breath and dived into the pool""; ""he was fighting to his last breath""",breath
97040,"[1, 3]","[2, 0, 1, 0, 1]",n,0.0,0.0,"an indirect suggestion; ""not a breath of scandal ever touched her""",breath
40480,"[1, 3]","[3, 0, 0, 0, 1]",n,0.0,0.0,the act of being present,presence
77443,"[1, 3]","[3, 0, 0, 0, 1]",n,0.5,0.0,dignified manner or conduct,presence
86715,"[1, 3]","[3, 0, 0, 0, 1]",n,0.0,0.0,"the impression that something is present; ""he felt the presence of an evil force""",presence
110017,"[1, 3]","[3, 0, 0, 0, 1]",n,0.0,0.0,"the immediate proximity of someone or something; ""she blushed in his presence""; ""he sensed the presence of danger""; ""he was well behaved in front of company""",presence
117108,"[1, 3]","[3, 0, 0, 0, 1]",n,0.0,0.0,an invisible spiritual being felt to be nearby,presence
70436,"[4, 9]","[8, 0, 0, 0, 5]",n,0.0,0.0,a desk used for writing,secretary
38683,"[2, 2]","[0, 0, 0, 0, 4]",n,0.0,0.0,the activity of worshipping,worship
100219,"[2, 2]","[0, 0, 0, 0, 4]",n,0.875,0.125,a feeling of profound love and admiration,worship
119124,"[2, 2]","[1, 1, 0, 0, 2]",n,0.0,0.0,someone from whom you are descended (but usually more remote than a grandparent),ancestor
30768,"[4, 10]","[9, 0, 0, 0, 5]",n,0.0,0.0,"the act of pressing one thing on or into the surface of another; ""he watched the impression of the seal on the hot wax""",impression
34568,"[4, 10]","[9, 0, 0, 0, 5]",n,0.0,0.0,"an impressionistic portrayal of a person; ""he did a funny impression of a politician""",impression
64755,"[4, 10]","[9, 0, 0, 0, 5]",n,0.0,0.0,"(dentistry) an imprint of the teeth and gums in wax or plaster; ""the dentist took an impression for use in preparing an inlay""",impression
75220,"[4, 10]","[9, 0, 0, 0, 5]",n,0.0,0.25,"an outward appearance; ""he made a good impression""; ""I wanted to create an impression of success""; ""she retained that bold effect in her reproductions of the original painting""",impression
86712,"[4, 10]","[9, 0, 0, 0, 5]",n,0.0,0.0,"a vague idea in which some confidence is placed; ""his impression of her was favorable""; ""what are your feelings about the crisis?""; ""it strengthened my belief in his sincerity""; ""I had a feeling that she was lying""",impression
86898,"[4, 10]","[9, 0, 0, 0, 5]",n,0.0,0.0,"a clear and telling mental image; ""he described his mental picture of his assailant""; ""he had no clear picture of himself or his world""; ""the events left a permanent impression in his mind""",impression
91671,"[4, 10]","[9, 0, 0, 0, 5]",n,0.0,0.0,"all the copies of a work printed at one time; ""they ran off an initial printing of 2000 copies""",impression
94119,"[4, 10]","[9, 0, 0, 0, 5]",n,0.0,0.0,"a symbol that is the result of printing or engraving; ""he put his stamp on the envelope""",impression
74409,"[1, 1]","[2, 0, 0, 0, 0]",n,0.0,0.0,ligament made of metal and used to fasten things or make cages or fences etc,wire
74410,"[1, 1]","[2, 0, 0, 0, 0]",n,0.0,0.0,a metal conductor that carries electricity over a distance,wire
92024,"[1, 1]","[2, 0, 0, 0, 0]",n,0.0,0.0,a message transmitted by telegraph,wire
110304,"[1, 1]","[2, 0, 0, 0, 0]",n,0.0,0.0,the finishing line on a racetrack,wire
117010,"[47, 9]","[28, 2, 1, 8, 17]",n,0.0,0.0,(Old Testament) the guardian archangel of the Jews,michael
85644,"[5, 5]","[6, 0, 2, 1, 1]",n,0.0,0.0,"the cognitive process of reaching a decision; ""a good executive must be good at decision making""",decide
113774,"[31, 8]","[20, 0, 1, 8, 10]",n,0.0,0.0,the second largest state; located in southwestern United States on the Gulf of Mexico,texas
108384,"[10, 2]","[9, 0, 0, 0, 3]",n,0.0,0.0,a body of citizens sworn to give a true verdict according to the evidence presented in a court of law,jury
108389,"[10, 2]","[9, 0, 0, 0, 3]",n,0.0,0.0,a committee appointed to judge a competition,jury
94255,"[5, 4]","[5, 1, 0, 1, 2]",n,0.0,0.0,the syllable naming the seventh (subtonic) note of any musical scale in solmization,ti
32482,"[0, 1]","[0, 0, 0, 0, 1]",n,0.0,0.0,the activity of flying a glider,glide
32483,"[0, 1]","[0, 0, 0, 0, 1]",n,0.0,0.0,the activity of flying a glider,glide
32715,"[0, 1]","[0, 0, 0, 0, 1]",n,0.0,0.0,"the act of moving smoothly along a surface while remaining in contact with it; ""his slide didn't stop until the bottom of the hill""; ""the children lined up for a coast down the snowy slope""",glide
96551,"[0, 1]","[0, 0, 0, 0, 1]",n,0.0,0.125,a vowellike sound that serves as a consonant,glide
64184,"[1, 2]","[1, 0, 0, 0, 2]",n,0.0,0.0,"the military installation from which a commander performs the functions of command; ""the general's headquarters were a couple of large tents""",hq
75976,"[31, 20]","[24, 2, 1, 6, 18]",n,0.375,0.125,the quality possessed by something that is real,reality
85841,"[31, 20]","[24, 2, 1, 6, 18]",n,0.0,0.0,"all of your experiences that determine how things appear to you; ""his world was shattered""; ""we live in different worlds""; ""for them demons were as much a part of reality as trees were""",reality
35452,"[4, 2]","[0, 0, 0, 0, 6]",n,0.0,0.0,counting backward from an arbitrary number to indicate the time remaining before some event (such as launching a space vehicle),countdown
39237,"[1, 6]","[5, 0, 0, 1, 1]",n,0.0,0.0,act of giving in common with others for a common purpose especially to a charity,donation
13252,"[16, 4]","[10, 0, 1, 0, 9]",a,0.0,0.125,"unusually great in size or amount or degree or especially extent or scope; ""huge government spending""; ""huge country estates""; ""huge popular demand for higher education""; ""a huge wave""; ""the Los Angeles aqueduct winds like an immense snake along the base of the mountains""; ""immense numbers of birds""; ""at vast (or immense) expense""; ""the vast reaches of outer space""; ""the vast accumulation of knowledge...which we call civilization""- W.R.Inge",huge
75861,"[4, 7]","[4, 2, 1, 2, 2]",n,0.25,0.625,"the quality of being unlike or dissimilar; ""there are many differences between jazz and rock""",difference
97183,"[4, 7]","[4, 2, 1, 2, 2]",n,0.25,0.5,"a disagreement or argument about something important; ""he had a dispute with his wife""; ""there were irreconcilable differences""; ""the familiar conflict between Republicans and Democrats""",difference
98895,"[4, 7]","[4, 2, 1, 2, 2]",n,0.0,0.375,"a variation that deviates from the standard or norm; ""the deviation from the mean""",difference
112160,"[0, 2]","[2, 0, 0, 0, 0]",n,0.0,0.0,a former province of northwestern France on the English channel; divided into Haute-Normandie and Basse-Normandie,normandy
119014,"[1, 2]","[2, 0, 0, 1, 0]",n,0.0,0.0,an officer in the airforce,commander
120637,"[1, 2]","[2, 0, 0, 1, 0]",n,0.0,0.0,someone in an official position of authority who can command or control others,commander
120638,"[1, 2]","[2, 0, 0, 1, 0]",n,0.0,0.0,a commissioned naval officer who ranks above a lieutenant commander and below a captain,commander
120642,"[1, 2]","[2, 0, 0, 1, 0]",n,0.0,0.0,an officer in command of a military unit,commander
32986,"[2, 2]","[2, 0, 2, 0, 0]",n,0.0,0.0,the act of grinding to a powder or dust,grind
35191,"[2, 2]","[2, 0, 2, 0, 0]",n,0.0,0.0,hard monotonous routine work,grind
79301,"[2, 2]","[2, 0, 2, 0, 0]",n,0.0,0.125,"the grade of particle fineness to which a substance is ground; ""a coarse grind of coffee""",grind
99076,"[2, 2]","[2, 0, 2, 0, 0]",n,0.0,0.125,a harsh and strident sound (as of the grinding of gears),grind
114992,"[2, 2]","[2, 0, 2, 0, 0]",n,0.0,0.0,"material resulting from the process of grinding; ""vegetable grindings clogged the drain""",grind
111881,"[0, 2]","[2, 0, 0, 0, 0]",n,0.0,0.0,a state of southwestern India; a former Portuguese colony,goa
37419,"[2, 2]","[1, 0, 0, 1, 2]",n,0.125,0.0,"evaluation of performance by assigning a grade or score; ""what he disliked about teaching was all the grading he had to do""",grade
37734,"[2, 2]","[1, 0, 0, 1, 2]",n,0.0,0.0,changing the ground level to a smooth horizontal or gently sloping surface,grade
38520,"[2, 2]","[1, 0, 0, 1, 2]",n,0.0,0.0,the act of arranging in a graduated series,grade
52809,"[2, 2]","[1, 0, 0, 1, 2]",n,0.125,0.0,a variety of cattle produced by crossbreeding with a superior breed,grade
79096,"[2, 2]","[1, 0, 0, 1, 2]",n,0.0,0.0,"the gradient of a slope or road or other surface; ""the road had a steep grade""",grade
79299,"[2, 2]","[1, 0, 0, 1, 2]",n,0.0,0.25,"a position on a scale of intensity or amount or quality; ""a moderate grade of intelligence""; ""a high level of care is required""; ""it is all a matter of degree""",grade
79662,"[2, 2]","[1, 0, 0, 1, 2]",n,0.0,0.0,"the height of the ground on which something stands; ""the base of the tower was below grade""",grade
85216,"[2, 2]","[1, 0, 0, 1, 2]",n,0.125,0.125,"a number or letter indicating quality (especially of a student's performance); ""she made good marks in algebra""; ""grade A milk""; ""what was your score on your homework?""",grade
96525,"[2, 2]","[1, 0, 0, 1, 2]",n,0.375,0.0,a degree of ablaut,grade
106951,"[2, 2]","[1, 0, 0, 1, 2]",n,0.0,0.0,"a body of students who are taught together; ""early morning classes are always sleepy""",grade
37631,"[26, 14]","[21, 1, 3, 6, 9]",n,0.0,0.0,visual representation as by photography or painting,picture
67706,"[26, 14]","[21, 1, 3, 6, 9]",n,0.0,0.0,"graphic art consisting of an artistic composition made by applying paints to a surface; ""a small painting by Picasso""; ""he bought the painting as an investment""; ""his pictures hang in the Louvre""",picture
68213,"[26, 14]","[21, 1, 3, 6, 9]",n,0.0,0.0,a representation of a person or scene in the form of a print or transparent slide; recorded by a camera on light-sensitive material,picture
68266,"[26, 14]","[21, 1, 3, 6, 9]",n,0.0,0.0,"a visual representation (of an object or scene or person or abstraction) produced on a surface; ""they showed us the pictures of their wedding""; ""a movie is a series of images projected so rapidly that the eye integrates them""",picture
85445,"[26, 14]","[21, 1, 3, 6, 9]",n,0.0,0.375,"a typical example of some state or quality; ""the very picture of a modern general""; ""she was the picture of despair""",picture
85466,"[26, 14]","[21, 1, 3, 6, 9]",n,0.0,0.0,visual imagery,picture
86896,"[26, 14]","[21, 1, 3, 6, 9]",n,0.0,0.0,"a clear and telling mental image; ""he described his mental picture of his assailant""; ""he had no clear picture of himself or his world""; ""the events left a permanent impression in his mind""",picture
89115,"[26, 14]","[21, 1, 3, 6, 9]",n,0.0,0.0,"the visible part of a television transmission; ""they could still receive the sound but the picture was gone""",picture
91933,"[26, 14]","[21, 1, 3, 6, 9]",n,0.0,0.0,"a form of entertainment that enacts a story by sound and a sequence of images giving the illusion of continuous movement; ""they went to a movie every Saturday night""; ""the film was shot on location""",picture
95604,"[26, 14]","[21, 1, 3, 6, 9]",n,0.0,0.0,"illustrations used to decorate or explain a text; ""the dictionary had many pictures""",picture
97382,"[26, 14]","[21, 1, 3, 6, 9]",n,0.0,0.0,"a graphic or vivid verbal description; ""too often the narrative was interrupted by long word pictures""; ""the author gives a depressing picture of life in Poland""; ""the pamphlet contained brief characterizations of famous Vermonters""",picture
30010,"[14, 31]","[25, 3, 12, 4, 1]",n,0.0,0.0,"that which has mass and occupies space; ""physicists study both the nature of matter and the forces which govern it""",matter
79987,"[14, 31]","[25, 3, 12, 4, 1]",n,0.0,0.25,"(used with negation) having consequence; ""they were friends and it was no matter who won the games""",matter
84593,"[14, 31]","[25, 3, 12, 4, 1]",n,0.125,0.25,"a vaguely specified concern; ""several matters to attend to""; ""it is none of your affair""; ""things are going well""",matter
84732,"[14, 31]","[25, 3, 12, 4, 1]",n,0.0,0.125,"a problem; ""is anything the matter?""",matter
85882,"[14, 31]","[25, 3, 12, 4, 1]",n,0.0,0.0,"some situation or event that is thought about; ""he kept drifting off the topic""; ""he had been thinking about the subject for several years""; ""it is a matter for the police""",matter
89817,"[14, 31]","[25, 3, 12, 4, 1]",n,0.0,0.0,"written works (especially in books or magazines); ""he always took some reading matter with him on the plane""",matter
60632,"[0, 4]","[3, 1, 0, 0, 0]",n,0.0,0.0,a long staff with one end being hook shaped,crook
121007,"[0, 4]","[3, 1, 0, 0, 0]",n,0.0,0.25,someone who has committed a crime or has been legally convicted of a crime,crook
15861,"[1, 11]","[9, 0, 1, 2, 0]",a,0.0,0.0,"in regular succession without gaps; ""serial concerts""",serial
23052,"[1, 11]","[9, 0, 1, 2, 0]",a,0.0,0.0,"of or relating to the sequential performance of multiple operations; ""serial processing""",serial
26954,"[1, 11]","[9, 0, 1, 2, 0]",a,0.0,0.0,"pertaining to or occurring in or producing a series; ""serial monogamy""; ""serial killing""; ""a serial killer""; ""serial publication""",serial
26955,"[1, 11]","[9, 0, 1, 2, 0]",a,0.0,0.0,"pertaining to or composed in serial technique; ""serial music""",serial
114757,"[7, 10]","[9, 2, 0, 1, 5]",n,0.0,0.0,"literary term for an ocean; ""denizens of the deep""",deep
116340,"[7, 10]","[9, 2, 0, 1, 5]",n,0.0,0.0,a long steep-sided depression in the ocean floor,deep
64382,"[3, 9]","[7, 2, 0, 0, 3]",n,0.125,0.0,an opening deliberately made in or through something,hole
64383,"[3, 9]","[7, 2, 0, 0, 3]",n,0.0,0.0,"one playing period (from tee to green) on a golf course; ""he played 18 holes""",hole
81068,"[3, 9]","[7, 2, 0, 0, 3]",n,0.0,0.125,informal terms for the mouth,hole
115070,"[3, 9]","[7, 2, 0, 0, 3]",n,0.0,0.0,an opening into or through something,hole
115072,"[3, 9]","[7, 2, 0, 0, 3]",n,0.0,0.0,a depression hollowed out of solid matter,hole
59498,"[0, 3]","[1, 1, 0, 0, 1]",n,0.0,0.0,box with a lid; used for storage; usually large and sturdy,chest
59503,"[0, 3]","[1, 1, 0, 0, 1]",n,0.0,0.0,furniture with drawers for keeping clothes,chest
83411,"[0, 3]","[1, 1, 0, 0, 1]",n,0.0,0.0,the part of the human torso between the neck and the diaphragm or the corresponding part in other vertebrates,chest
83414,"[0, 3]","[1, 1, 0, 0, 1]",n,0.0,0.0,"the front of the trunk from the neck to the abdomen; ""he beat his breast in anger""",chest
36598,"[19, 7]","[7, 7, 2, 5, 5]",n,0.0,0.0,an effortful attempt to attain a goal,pain
85110,"[19, 7]","[7, 7, 2, 5, 5]",n,0.0,0.75,"a somatic sensation of acute discomfort; ""as the intensity increased the sensation changed from tickle to pain""",pain
86015,"[19, 7]","[7, 7, 2, 5, 5]",n,0.0,0.5,"something or someone that causes trouble; a source of unhappiness; ""washing dishes was a nuisance before we got a dish washer""; ""a bit of a bother""; ""he's not a friend, he's an infliction""",pain
100153,"[19, 7]","[7, 7, 2, 5, 5]",n,0.0,0.25,"emotional distress; a fundamental feeling that people try to avoid; ""the pain of loneliness""",pain
80168,"[0, 3]","[1, 1, 0, 0, 1]",n,0.25,0.0,"an animating or vital unifying force; ""New York is the commercial heartbeat of America""",heartbeat
99250,"[0, 3]","[1, 1, 0, 0, 1]",n,0.0,0.0,"the rhythmic contraction and expansion of the arteries with each beat of the heart; ""he could feel the beat of her heart""",heartbeat
83515,"[32, 21]","[31, 0, 2, 1, 19]",n,0.0,0.0,"the fleshy part of the human body that you sit on; ""he deserves a good kick in the butt""; ""are you going to sit on your fanny and do nothing?""",behind
104982,"[4, 2]","[4, 0, 0, 0, 2]",n,0.0,0.0,a colony of rabbits,warren
110253,"[4, 2]","[4, 0, 0, 0, 2]",n,0.0,0.0,an overcrowded residential area,warren
116448,"[4, 2]","[4, 0, 0, 0, 2]",n,0.0,0.0,a series of connected underground tunnels occupied by rabbits,warren
30384,"[2, 2]","[4, 0, 0, 0, 0]",n,0.0,0.0,"an act that brings discredit to the person who does it; ""he made a huge blot on his copybook""",smear
75405,"[2, 2]","[4, 0, 0, 0, 0]",n,0.0,0.25,"a blemish made by dirt; ""he had a smudge on his cheek""",smear
80737,"[2, 2]","[4, 0, 0, 0, 0]",n,0.0,0.0,a thin tissue or blood sample spread on a glass slide and stained for cytologic examination and diagnosis under a microscope,smear
92969,"[2, 2]","[4, 0, 0, 0, 0]",n,0.0,0.625,slanderous defamation,smear
40463,"[4, 12]","[11, 1, 0, 2, 2]",n,0.0,0.0,"a meeting devoted to a particular activity; ""a filming session""; ""a gossip session""",session
96883,"[4, 12]","[11, 1, 0, 2, 2]",n,0.0,0.0,"a meeting for execution of a group's functions; ""it was the opening session of the legislature""",session
108414,"[4, 12]","[11, 1, 0, 2, 2]",n,0.0,0.0,"a meeting of spiritualists; ""the seance was held in the medium's parlor""",session
92175,"[1, 4]","[4, 0, 0, 1, 0]",n,0.0,0.0,"informal term for information; ""give me the gen on your new line of computers""",gen
104817,"[1, 4]","[4, 0, 0, 1, 0]",n,0.0,0.0,"family based on male descent; ""he had no sons and there was no one to carry on his name""",gen
117146,"[0, 1]","[0, 0, 1, 0, 0]",n,0.0,0.0,goddess of love and beauty and daughter of Zeus in ancient mythology; identified with Roman Venus,aphrodite
31248,"[21, 6]","[7, 1, 8, 3, 8]",n,0.0,0.0,"the act of choosing or selecting; ""your choice of colors was unfortunate""; ""you can take your pick""",option
85674,"[21, 6]","[7, 1, 8, 3, 8]",n,0.0,0.125,"one of a number of things from which only one can be chosen; ""what option did I have?""; ""there no other alternative""; ""my only choice is to refuse""",option
44329,"[3, 1]","[1, 0, 0, 1, 2]",n,0.0,0.0,any of various tailless stout-bodied amphibians with long hind limbs for leaping; semiaquatic and terrestrial species,frog
63146,"[3, 1]","[1, 0, 0, 1, 2]",n,0.0,0.0,a decorative loop of braid or cord,frog
118319,"[3, 1]","[1, 0, 0, 1, 2]",n,0.0,0.0,a person of French descent,frog
32617,"[31, 1]","[0, 1, 1, 4, 26]",n,0.0,0.0,"the act of passing something along from one person or group to another; ""the relay was successful""",relay
69600,"[31, 1]","[0, 1, 1, 4, 26]",n,0.0,0.0,electrical device such that current flowing through it in one circuit can switch on and off a current in a second circuit,relay
99856,"[31, 1]","[0, 1, 1, 4, 26]",n,0.0,0.0,a race between teams; each member runs or swims part of the distance,relay
104869,"[31, 1]","[0, 1, 1, 4, 26]",n,0.0,0.0,a fresh team to relieve weary draft animals,relay
106779,"[31, 1]","[0, 1, 1, 4, 26]",n,0.0,0.0,a crew of workers who relieve another crew,relay
36912,"[0, 1]","[0, 0, 1, 0, 0]",n,0.0,0.0,the act of protecting something by surrounding it with material that reduces or prevents the transmission of sound or heat or electricity,insulation
